"","ID","ProvinsiID","NamaProvinsi","Budidaya","NamaIkan","Tahun","Volume","Nilai","IkanID","latitude","longitude"
"1",1,11,"Aceh","semua budidaya","total",2003,33877,630367421,0,4.695135,96.7493993
"2",2,12,"Sumatera Utara","semua budidaya","total",2003,44187,1111788600,0,2.1153547,99.5450974
"3",3,13,"Sumatera Barat","semua budidaya","total",2003,30690,254598817,0,-0.7399397,100.8000051
"4",4,14,"Riau","semua budidaya","total",2003,36393,1151401938,0,0.2933469,101.7068294
"5",5,15,"Jambi","semua budidaya","total",2003,9358,115366599,0,-1.4851831,102.4380581
"6",6,16,"Sumatera Selatan","semua budidaya","total",2003,42504,708397850,0,-3.3194374,103.914399
"7",7,17,"Bengkulu","semua budidaya","total",2003,8141,98317816,0,-3.5778471,102.3463875
"8",8,18,"Lampung","semua budidaya","total",2003,55150,1752674954,0,-4.5585849,105.4068079
"9",9,19,"Kepulauan Bangka Belitung","semua budidaya","total",2003,776,15153921,0,-2.7410513,106.4405872
"10",10,21,"Kepulauan Riau","semua budidaya","total",2003,0,0,0,3.9456514,108.1428669
"11",11,31,"DKI Jakarta","semua budidaya","total",2003,6227,35805574,0,-6.211544,106.845172
"12",12,32,"Jawa Barat","semua budidaya","total",2003,230523,4214147418,0,-7.090911,107.668887
"13",13,33,"Jawa Tengah","semua budidaya","total",2003,97660,881230486,0,-7.150975,110.1402594
"14",14,34,"DI Yogyakarta","semua budidaya","total",2003,7599,45385514,0,-7.8753849,110.4262088
"15",15,35,"Jawa Timur","semua budidaya","total",2003,144669,1290084621,0,-7.5360639,112.2384017
"16",16,36,"Banten","semua budidaya","total",2003,28568,220494511,0,-6.4058172,106.0640179
"17",17,51,"Bali","semua budidaya","total",2003,114633,116766786,0,-8.4095178,115.188916
"18",18,52,"Nusa Tenggara Barat","semua budidaya","total",2003,48692,619157435,0,-8.6529334,117.3616476
"19",19,53,"Nusa Tenggara Timur","semua budidaya","total",2003,14412,64628705,0,-8.6573819,121.0793705
"20",20,61,"Kalimantan Barat","semua budidaya","total",2003,3917,75014136,0,-0.2787808,111.4752851
"21",21,62,"Kalimantan Tengah","semua budidaya","total",2003,4215,126219728,0,-1.6814878,113.3823545
"22",22,63,"Kalimantan Selatan","semua budidaya","total",2003,9517,166811116,0,-3.0926415,115.2837585
"23",23,64,"Kalimantan Timur","semua budidaya","total",2003,20981,512327430,0,1.6406296,116.419389
"24",24,71,"Sulawesi Utara","semua budidaya","total",2003,23521,105175961,0,0.6246932,123.9750018
"25",25,72,"Sulawesi Tengah","semua budidaya","total",2003,40492,103020192,0,-1.4300254,121.4456179
"26",26,73,"Sulawesi Selatan","semua budidaya","total",2003,135062,1299981816,0,-3.6687994,119.9740534
"27",27,74,"Sulawesi Tenggara","semua budidaya","total",2003,23150,163592539,0,-4.14491,122.174605
"28",28,75,"Gorontalo","semua budidaya","total",2003,6274,17342769,0,0.6999372,122.4467238
"29",29,76,"Sulawesi Barat","semua budidaya","total",2003,0,0,0,-2.8441371,119.2320784
"30",30,81,"Maluku","semua budidaya","total",2003,105,1392350,0,-3.2384616,130.1452734
"31",31,82,"Maluku Utara","semua budidaya","total",2003,119,110214750,0,1.5709993,127.8087693
"32",32,91,"Papua Barat","semua budidaya","total",2003,0,0,0,-1.3361154,133.1747162
"33",33,94,"Papua","semua budidaya","total",2003,2780,15470388,0,-4.269928,138.0803529
"34",34,11,"Aceh","semua budidaya","total",2004,35525,684616819,0,4.695135,96.7493993
"35",35,12,"Sumatera Utara","semua budidaya","total",2004,41640,1099701102,0,2.1153547,99.5450974
"36",36,13,"Sumatera Barat","semua budidaya","total",2004,37414,317587449,0,-0.7399397,100.8000051
"37",37,14,"Riau","semua budidaya","total",2004,35622,780033800,0,0.2933469,101.7068294
"38",38,15,"Jambi","semua budidaya","total",2004,10205,132692469,0,-1.4851831,102.4380581
"39",39,16,"Sumatera Selatan","semua budidaya","total",2004,24735,946103059,0,-3.3194374,103.914399
"40",40,17,"Bengkulu","semua budidaya","total",2004,7152,92910250,0,-3.5778471,102.3463875
"41",41,18,"Lampung","semua budidaya","total",2004,89284,2680425920,0,-4.5585849,105.4068079
"42",42,19,"Kepulauan Bangka Belitung","semua budidaya","total",2004,791,14929397,0,-2.7410513,106.4405872
"43",43,21,"Kepulauan Riau","semua budidaya","total",2004,0,0,0,3.9456514,108.1428669
"44",44,31,"DKI Jakarta","semua budidaya","total",2004,3778,41427711,0,-6.211544,106.845172
"45",45,32,"Jawa Barat","semua budidaya","total",2004,264630,2890802774,0,-7.090911,107.668887
"46",46,33,"Jawa Tengah","semua budidaya","total",2004,81718,1112302943,0,-7.150975,110.1402594
"47",47,34,"DI Yogyakarta","semua budidaya","total",2004,6220,59439524,0,-7.8753849,110.4262088
"48",48,35,"Jawa Timur","semua budidaya","total",2004,153865,2093218893,0,-7.5360639,112.2384017
"49",49,36,"Banten","semua budidaya","total",2004,22370,261388883,0,-6.4058172,106.0640179
"50",50,51,"Bali","semua budidaya","total",2004,160685,1060739775,0,-8.4095178,115.188916
"51",51,52,"Nusa Tenggara Barat","semua budidaya","total",2004,51125,350075813,0,-8.6529334,117.3616476
"52",52,53,"Nusa Tenggara Timur","semua budidaya","total",2004,67536,234319759,0,-8.6573819,121.0793705
"53",53,61,"Kalimantan Barat","semua budidaya","total",2004,4785,133770816,0,-0.2787808,111.4752851
"54",54,62,"Kalimantan Tengah","semua budidaya","total",2004,4576,59064544,0,-1.6814878,113.3823545
"55",55,63,"Kalimantan Selatan","semua budidaya","total",2004,13791,277198640,0,-3.0926415,115.2837585
"56",56,64,"Kalimantan Timur","semua budidaya","total",2004,42662,987536896,0,1.6406296,116.419389
"57",57,71,"Sulawesi Utara","semua budidaya","total",2004,19881,112914557,0,0.6246932,123.9750018
"58",58,72,"Sulawesi Tengah","semua budidaya","total",2004,22226,186145228,0,-1.4300254,121.4456179
"59",59,73,"Sulawesi Selatan","semua budidaya","total",2004,153894,2103993162,0,-3.6687994,119.9740534
"60",60,74,"Sulawesi Tenggara","semua budidaya","total",2004,98481,417691388,0,-4.14491,122.174605
"61",61,75,"Gorontalo","semua budidaya","total",2004,7469,52669579,0,0.6999372,122.4467238
"62",62,76,"Sulawesi Barat","semua budidaya","total",2004,0,0,0,-2.8441371,119.2320784
"63",63,81,"Maluku","semua budidaya","total",2004,3416,63786662,0,-3.2384616,130.1452734
"64",64,82,"Maluku Utara","semua budidaya","total",2004,680,3939640,0,1.5709993,127.8087693
"65",65,91,"Papua Barat","semua budidaya","total",2004,0,0,0,-1.3361154,133.1747162
"66",66,94,"Papua","semua budidaya","total",2004,2454,19859655,0,-4.269928,138.0803529
"67",67,11,"Aceh","semua budidaya","total",2005,24434,415216400,0,4.695135,96.7493993
"68",68,12,"Sumatera Utara","semua budidaya","total",2005,44393,1087043510,0,2.1153547,99.5450974
"69",69,13,"Sumatera Barat","semua budidaya","total",2005,32146,342504125,0,-0.7399397,100.8000051
"70",70,14,"Riau","semua budidaya","total",2005,26686,268997526,0,0.2933469,101.7068294
"71",71,15,"Jambi","semua budidaya","total",2005,11419,117281653,0,-1.4851831,102.4380581
"72",72,16,"Sumatera Selatan","semua budidaya","total",2005,81725,1080405101,0,-3.3194374,103.914399
"73",73,17,"Bengkulu","semua budidaya","total",2005,7514,102874376,0,-3.5778471,102.3463875
"74",74,18,"Lampung","semua budidaya","total",2005,139743,4132187684,0,-4.5585849,105.4068079
"75",75,19,"Kepulauan Bangka Belitung","semua budidaya","total",2005,719,11451674,0,-2.7410513,106.4405872
"76",76,21,"Kepulauan Riau","semua budidaya","total",2005,5034,22709432,0,3.9456514,108.1428669
"77",77,31,"DKI Jakarta","semua budidaya","total",2005,8882,56985550,0,-6.211544,106.845172
"78",78,32,"Jawa Barat","semua budidaya","total",2005,301266,2872684657,0,-7.090911,107.668887
"79",79,33,"Jawa Tengah","semua budidaya","total",2005,113276,1213180323,0,-7.150975,110.1402594
"80",80,34,"DI Yogyakarta","semua budidaya","total",2005,9131,92464317,0,-7.8753849,110.4262088
"81",81,35,"Jawa Timur","semua budidaya","total",2005,212125,2015467937,0,-7.5360639,112.2384017
"82",82,36,"Banten","semua budidaya","total",2005,27308,329876434,0,-6.4058172,106.0640179
"83",83,51,"Bali","semua budidaya","total",2005,165015,752981307,0,-8.4095178,115.188916
"84",84,52,"Nusa Tenggara Barat","semua budidaya","total",2005,50338,737526479,0,-8.6529334,117.3616476
"85",85,53,"Nusa Tenggara Timur","semua budidaya","total",2005,272374,466796442,0,-8.6573819,121.0793705
"86",86,61,"Kalimantan Barat","semua budidaya","total",2005,15500,95804673,0,-0.2787808,111.4752851
"87",87,62,"Kalimantan Tengah","semua budidaya","total",2005,6159,267070864,0,-1.6814878,113.3823545
"88",88,63,"Kalimantan Selatan","semua budidaya","total",2005,13725,308330591,0,-3.0926415,115.2837585
"89",89,64,"Kalimantan Timur","semua budidaya","total",2005,46253,775643531,0,1.6406296,116.419389
"90",90,71,"Sulawesi Utara","semua budidaya","total",2005,22642,140905265,0,0.6246932,123.9750018
"91",91,72,"Sulawesi Tengah","semua budidaya","total",2005,136487,296488421,0,-1.4300254,121.4456179
"92",92,73,"Sulawesi Selatan","semua budidaya","total",2005,339424,1672463088,0,-3.6687994,119.9740534
"93",93,74,"Sulawesi Tenggara","semua budidaya","total",2005,34239,1338089105,0,-4.14491,122.174605
"94",94,75,"Gorontalo","semua budidaya","total",2005,8139,40637141,0,0.6999372,122.4467238
"95",95,76,"Sulawesi Barat","semua budidaya","total",2005,0,0,0,-2.8441371,119.2320784
"96",96,81,"Maluku","semua budidaya","total",2005,869,303734858,0,-3.2384616,130.1452734
"97",97,82,"Maluku Utara","semua budidaya","total",2005,1375,32562358,0,1.5709993,127.8087693
"98",98,91,"Papua Barat","semua budidaya","total",2005,4,88444,0,-1.3361154,133.1747162
"99",99,94,"Papua","semua budidaya","total",2005,5334,61080886,0,-4.269928,138.0803529
"100",100,11,"Aceh","semua budidaya","total",2006,32265,684450141,0,4.695135,96.7493993
"101",101,12,"Sumatera Utara","semua budidaya","total",2006,39940,931636484,0,2.1153547,99.5450974
"102",102,13,"Sumatera Barat","semua budidaya","total",2006,39870,623509869,0,-0.7399397,100.8000051
"103",103,14,"Riau","semua budidaya","total",2006,27459,152333591,0,0.2933469,101.7068294
"104",104,15,"Jambi","semua budidaya","total",2006,12276,126904667,0,-1.4851831,102.4380581
"105",105,16,"Sumatera Selatan","semua budidaya","total",2006,100435,1954485471,0,-3.3194374,103.914399
"106",106,17,"Bengkulu","semua budidaya","total",2006,7782,97559936,0,-3.5778471,102.3463875
"107",107,18,"Lampung","semua budidaya","total",2006,175845,5932620560,0,-4.5585849,105.4068079
"108",108,19,"Kepulauan Bangka Belitung","semua budidaya","total",2006,966,18279014,0,-2.7410513,106.4405872
"109",109,21,"Kepulauan Riau","semua budidaya","total",2006,1408,41223133,0,3.9456514,108.1428669
"110",110,31,"DKI Jakarta","semua budidaya","total",2006,4921,270402333,0,-6.211544,106.845172
"111",111,32,"Jawa Barat","semua budidaya","total",2006,355716,2625987218,0,-7.090911,107.668887
"112",112,33,"Jawa Tengah","semua budidaya","total",2006,96484,1187738133,0,-7.150975,110.1402594
"113",113,34,"DI Yogyakarta","semua budidaya","total",2006,9672,96742296,0,-7.8753849,110.4262088
"114",114,35,"Jawa Timur","semua budidaya","total",2006,164136,1999091039,0,-7.5360639,112.2384017
"115",115,36,"Banten","semua budidaya","total",2006,28681,270402332.7,0,-6.4058172,106.0640179
"116",116,51,"Bali","semua budidaya","total",2006,168764,242286585,0,-8.4095178,115.188916
"117",117,52,"Nusa Tenggara Barat","semua budidaya","total",2006,79547,240224000,0,-8.6529334,117.3616476
"118",118,53,"Nusa Tenggara Timur","semua budidaya","total",2006,483729,947894663,0,-8.6573819,121.0793705
"119",119,61,"Kalimantan Barat","semua budidaya","total",2006,7693,155410386,0,-0.2787808,111.4752851
"120",120,62,"Kalimantan Tengah","semua budidaya","total",2006,6517,84197129,0,-1.6814878,113.3823545
"121",121,63,"Kalimantan Selatan","semua budidaya","total",2006,15009,198338278,0,-3.0926415,115.2837585
"122",122,64,"Kalimantan Timur","semua budidaya","total",2006,36796,921441951,0,1.6406296,116.419389
"123",123,71,"Sulawesi Utara","semua budidaya","total",2006,15119,170723620,0,0.6246932,123.9750018
"124",124,72,"Sulawesi Tengah","semua budidaya","total",2006,182129,593865252,0,-1.4300254,121.4456179
"125",125,73,"Sulawesi Selatan","semua budidaya","total",2006,514892,1918197269,0,-3.6687994,119.9740534
"126",126,74,"Sulawesi Tenggara","semua budidaya","total",2006,38312,564865985,0,-4.14491,122.174605
"127",127,75,"Gorontalo","semua budidaya","total",2006,8422,31727782,0,0.6999372,122.4467238
"128",128,76,"Sulawesi Barat","semua budidaya","total",2006,15481,760798036,0,-2.8441371,119.2320784
"129",129,81,"Maluku","semua budidaya","total",2006,3592,30301763,0,-3.2384616,130.1452734
"130",130,82,"Maluku Utara","semua budidaya","total",2006,908,3957944,0,1.5709993,127.8087693
"131",131,91,"Papua Barat","semua budidaya","total",2006,5835,118761941,0,-1.3361154,133.1747162
"132",132,94,"Papua","semua budidaya","total",2006,1996,13351931,0,-4.269928,138.0803529
"133",133,11,"Aceh","semua budidaya","total",2007,35667,693249270,0,4.695135,96.7493993
"134",134,12,"Sumatera Utara","semua budidaya","total",2007,53410,1076459468,0,2.1153547,99.5450974
"135",135,13,"Sumatera Barat","semua budidaya","total",2007,55607,599328519,0,-0.7399397,100.8000051
"136",136,14,"Riau","semua budidaya","total",2007,28861,419591677,0,0.2933469,101.7068294
"137",137,15,"Jambi","semua budidaya","total",2007,17638,185450995,0,-1.4851831,102.4380581
"138",138,16,"Sumatera Selatan","semua budidaya","total",2007,111869,2104541065,0,-3.3194374,103.914399
"139",139,17,"Bengkulu","semua budidaya","total",2007,9427,126862030,0,-3.5778471,102.3463875
"140",140,18,"Lampung","semua budidaya","total",2007,189980,5973364042,0,-4.5585849,105.4068079
"141",141,19,"Kepulauan Bangka Belitung","semua budidaya","total",2007,903,19661816,0,-2.7410513,106.4405872
"142",142,21,"Kepulauan Riau","semua budidaya","total",2007,5394,469343323.1,0,3.9456514,108.1428669
"143",143,31,"DKI Jakarta","semua budidaya","total",2007,5779,51452466,0,-6.211544,106.845172
"144",144,32,"Jawa Barat","semua budidaya","total",2007,391568,4079472889,0,-7.090911,107.668887
"145",145,33,"Jawa Tengah","semua budidaya","total",2007,114007,1473989038,0,-7.150975,110.1402594
"146",146,34,"DI Yogyakarta","semua budidaya","total",2007,11949,124361980,0,-7.8753849,110.4262088
"147",147,35,"Jawa Timur","semua budidaya","total",2007,173315,1702640082,0,-7.5360639,112.2384017
"148",148,36,"Banten","semua budidaya","total",2007,34332,249425652,0,-6.4058172,106.0640179
"149",149,51,"Bali","semua budidaya","total",2007,156494,186496165.8,0,-8.4095178,115.188916
"150",150,52,"Nusa Tenggara Barat","semua budidaya","total",2007,101942,903956733,0,-8.6529334,117.3616476
"151",151,53,"Nusa Tenggara Timur","semua budidaya","total",2007,505827,1920273790,0,-8.6573819,121.0793705
"152",152,61,"Kalimantan Barat","semua budidaya","total",2007,9268,195568036,0,-0.2787808,111.4752851
"153",153,62,"Kalimantan Tengah","semua budidaya","total",2007,6416,93361389,0,-1.6814878,113.3823545
"154",154,63,"Kalimantan Selatan","semua budidaya","total",2007,22564,246669925,0,-3.0926415,115.2837585
"155",155,64,"Kalimantan Timur","semua budidaya","total",2007,78527,1645471928,0,1.6406296,116.419389
"156",156,71,"Sulawesi Utara","semua budidaya","total",2007,20907,193280384,0,0.6246932,123.9750018
"157",157,72,"Sulawesi Tengah","semua budidaya","total",2007,202750,470924849,0,-1.4300254,121.4456179
"158",158,73,"Sulawesi Selatan","semua budidaya","total",2007,717848,2122640813,0,-3.6687994,119.9740534
"159",159,74,"Sulawesi Tenggara","semua budidaya","total",2007,93205,350474787.2,0,-4.14491,122.174605
"160",160,75,"Gorontalo","semua budidaya","total",2007,10234,35213877.6,0,0.6999372,122.4467238
"161",161,76,"Sulawesi Barat","semua budidaya","total",2007,5489,116282882,0,-2.8441371,119.2320784
"162",162,81,"Maluku","semua budidaya","total",2007,17836,23311830,0,-3.2384616,130.1452734
"163",163,82,"Maluku Utara","semua budidaya","total",2007,1546,15683837,0,1.5709993,127.8087693
"164",164,91,"Papua Barat","semua budidaya","total",2007,968,15055080,0,-1.3361154,133.1747162
"165",165,94,"Papua","semua budidaya","total",2007,2039,44426631,0,-4.269928,138.0803529
"166",166,11,"Aceh","semua budidaya","total",2008,42824,976700598,0,4.695135,96.7493993
"167",167,12,"Sumatera Utara","semua budidaya","total",2008,97583,2577634288,0,2.1153547,99.5450974
"168",168,13,"Sumatera Barat","semua budidaya","total",2008,97545,1193119763,0,-0.7399397,100.8000051
"169",169,14,"Riau","semua budidaya","total",2008,29950,385957511,0,0.2933469,101.7068294
"170",170,15,"Jambi","semua budidaya","total",2008,21202,259788376,0,-1.4851831,102.4380581
"171",171,16,"Sumatera Selatan","semua budidaya","total",2008,130478,3038010588,0,-3.3194374,103.914399
"172",172,17,"Bengkulu","semua budidaya","total",2008,13342,211002285,0,-3.5778471,102.3463875
"173",173,18,"Lampung","semua budidaya","total",2008,186158,3769126219,0,-4.5585849,105.4068079
"174",174,19,"Kepulauan Bangka Belitung","semua budidaya","total",2008,1502,32908294,0,-2.7410513,106.4405872
"175",175,21,"Kepulauan Riau","semua budidaya","total",2008,4998,165256031,0,3.9456514,108.1428669
"176",176,31,"DKI Jakarta","semua budidaya","total",2008,6401,70120856,0,-6.211544,106.845172
"177",177,32,"Jawa Barat","semua budidaya","total",2008,435549,6015030402,0,-7.090911,107.668887
"178",178,33,"Jawa Tengah","semua budidaya","total",2008,132593,1504891674,0,-7.150975,110.1402594
"179",179,34,"DI Yogyakarta","semua budidaya","total",2008,14741,157669827,0,-7.8753849,110.4262088
"180",180,35,"Jawa Timur","semua budidaya","total",2008,238754,2472969539,0,-7.5360639,112.2384017
"181",181,36,"Banten","semua budidaya","total",2008,38777,450092625,0,-6.4058172,106.0640179
"182",182,51,"Bali","semua budidaya","total",2008,136287,340433987.2,0,-8.4095178,115.188916
"183",183,52,"Nusa Tenggara Barat","semua budidaya","total",2008,126088,2374760693,0,-8.6529334,117.3616476
"184",184,53,"Nusa Tenggara Timur","semua budidaya","total",2008,697604,3082787866,0,-8.6573819,121.0793705
"185",185,61,"Kalimantan Barat","semua budidaya","total",2008,14891,386134361,0,-0.2787808,111.4752851
"186",186,62,"Kalimantan Tengah","semua budidaya","total",2008,8623,152797420,0,-1.6814878,113.3823545
"187",187,63,"Kalimantan Selatan","semua budidaya","total",2008,25322,406103003,0,-3.0926415,115.2837585
"188",188,64,"Kalimantan Timur","semua budidaya","total",2008,65398,1855393746,0,1.6406296,116.419389
"189",189,71,"Sulawesi Utara","semua budidaya","total",2008,23364,320363343,0,0.6246932,123.9750018
"190",190,72,"Sulawesi Tengah","semua budidaya","total",2008,299642,767910443,0,-1.4300254,121.4456179
"191",191,73,"Sulawesi Selatan","semua budidaya","total",2008,738640,4077756731,0,-3.6687994,119.9740534
"192",192,74,"Sulawesi Tenggara","semua budidaya","total",2008,150047,1065879272,0,-4.14491,122.174605
"193",193,75,"Gorontalo","semua budidaya","total",2008,16879,897569658,0,0.6999372,122.4467238
"194",194,76,"Sulawesi Barat","semua budidaya","total",2008,12133,169695140,0,-2.8441371,119.2320784
"195",195,81,"Maluku","semua budidaya","total",2008,37380,245763624,0,-3.2384616,130.1452734
"196",196,82,"Maluku Utara","semua budidaya","total",2008,1908,123277156,0,1.5709993,127.8087693
"197",197,91,"Papua Barat","semua budidaya","total",2008,6327,79201986,0,-1.3361154,133.1747162
"198",198,94,"Papua","semua budidaya","total",2008,2276,65376966,0,-4.269928,138.0803529
"199",199,11,"Aceh","semua budidaya","total",2009,38048,677766247,0,4.695135,96.7493993
"200",200,12,"Sumatera Utara","semua budidaya","total",2009,97147,2262634452,0,2.1153547,99.5450974
"201",201,13,"Sumatera Barat","semua budidaya","total",2009,84260,1587051268,0,-0.7399397,100.8000051
"202",202,14,"Riau","semua budidaya","total",2009,38897,497288315.6,0,0.2933469,101.7068294
"203",203,15,"Jambi","semua budidaya","total",2009,25620,300557270,0,-1.4851831,102.4380581
"204",204,16,"Sumatera Selatan","semua budidaya","total",2009,184796,5291451000,0,-3.3194374,103.914399
"205",205,17,"Bengkulu","semua budidaya","total",2009,14182,190599116,0,-3.5778471,102.3463875
"206",206,18,"Lampung","semua budidaya","total",2009,106990,2495644928,0,-4.5585849,105.4068079
"207",207,19,"Kepulauan Bangka Belitung","semua budidaya","total",2009,2077,35508500,0,-2.7410513,106.4405872
"208",208,21,"Kepulauan Riau","semua budidaya","total",2009,5026,40726078,0,3.9456514,108.1428669
"209",209,31,"DKI Jakarta","semua budidaya","total",2009,2909,52809950,0,-6.211544,106.845172
"210",210,32,"Jawa Barat","semua budidaya","total",2009,442012,5263533453,0,-7.090911,107.668887
"211",211,33,"Jawa Tengah","semua budidaya","total",2009,144650,1603769000,0,-7.150975,110.1402594
"212",212,34,"DI Yogyakarta","semua budidaya","total",2009,17682,146793279,0,-7.8753849,110.4262088
"213",213,35,"Jawa Timur","semua budidaya","total",2009,507790,2662787973,0,-7.5360639,112.2384017
"214",214,36,"Banten","semua budidaya","total",2009,35503,376677358.8,0,-6.4058172,106.0640179
"215",215,51,"Bali","semua budidaya","total",2009,141384,263719150.4,0,-8.4095178,115.188916
"216",216,52,"Nusa Tenggara Barat","semua budidaya","total",2009,182838,1633914830,0,-8.6529334,117.3616476
"217",217,53,"Nusa Tenggara Timur","semua budidaya","total",2009,499698,2213219086,0,-8.6573819,121.0793705
"218",218,61,"Kalimantan Barat","semua budidaya","total",2009,15205,324218433.7,0,-0.2787808,111.4752851
"219",219,62,"Kalimantan Tengah","semua budidaya","total",2009,14988,252222148.6,0,-1.6814878,113.3823545
"220",220,63,"Kalimantan Selatan","semua budidaya","total",2009,46043,751382918,0,-3.0926415,115.2837585
"221",221,64,"Kalimantan Timur","semua budidaya","total",2009,72611,1592615775,0,1.6406296,116.419389
"222",222,71,"Sulawesi Utara","semua budidaya","total",2009,26127,240772866,0,0.6246932,123.9750018
"223",223,72,"Sulawesi Tengah","semua budidaya","total",2009,728161,2701033503,0,-1.4300254,121.4456179
"224",224,73,"Sulawesi Selatan","semua budidaya","total",2009,865899,2792847276,0,-3.6687994,119.9740534
"225",225,74,"Sulawesi Tenggara","semua budidaya","total",2009,217800,1499301511,0,-4.14491,122.174605
"226",226,75,"Gorontalo","semua budidaya","total",2009,52331,191076250,0,0.6999372,122.4467238
"227",227,76,"Sulawesi Barat","semua budidaya","total",2009,25342,326485623.7,0,-2.8441371,119.2320784
"228",228,81,"Maluku","semua budidaya","total",2009,53110,2071635544,0,-3.2384616,130.1452734
"229",229,82,"Maluku Utara","semua budidaya","total",2009,2950,79983370,0,1.5709993,127.8087693
"230",230,91,"Papua Barat","semua budidaya","total",2009,14113,120960000,0,-1.3361154,133.1747162
"231",231,94,"Papua","semua budidaya","total",2009,2375,43229503.9,0,-4.269928,138.0803529
"232",232,11,"Aceh","semua budidaya","total",2010,46811,1172676135,0,4.695135,96.7493993
"233",233,12,"Sumatera Utara","semua budidaya","total",2010,119106,5758242962,0,2.1153547,99.5450974
"234",234,13,"Sumatera Barat","semua budidaya","total",2010,102617,2015858761,0,-0.7399397,100.8000051
"235",235,14,"Riau","semua budidaya","total",2010,44383,904335466,0,0.2933469,101.7068294
"236",236,15,"Jambi","semua budidaya","total",2010,31905,439910362,0,-1.4851831,102.4380581
"237",237,16,"Sumatera Selatan","semua budidaya","total",2010,217397,6397955100,0,-3.3194374,103.914399
"238",238,17,"Bengkulu","semua budidaya","total",2010,18628,282082180,0,-3.5778471,102.3463875
"239",239,18,"Lampung","semua budidaya","total",2010,98074,3525833015,0,-4.5585849,105.4068079
"240",240,19,"Kepulauan Bangka Belitung","semua budidaya","total",2010,2490,49171514,0,-2.7410513,106.4405872
"241",241,21,"Kepulauan Riau","semua budidaya","total",2010,16818,545028228,0,3.9456514,108.1428669
"242",242,31,"DKI Jakarta","semua budidaya","total",2010,50365,289863077,0,-6.211544,106.845172
"243",243,32,"Jawa Barat","semua budidaya","total",2010,622961,8499678072,0,-7.090911,107.668887
"244",244,33,"Jawa Tengah","semua budidaya","total",2010,175995,1978618477,0,-7.150975,110.1402594
"245",245,34,"DI Yogyakarta","semua budidaya","total",2010,39582,528855497,0,-7.8753849,110.4262088
"246",246,35,"Jawa Timur","semua budidaya","total",2010,634279,5096644472,0,-7.5360639,112.2384017
"247",247,36,"Banten","semua budidaya","total",2010,86777,529971046,0,-6.4058172,106.0640179
"248",248,51,"Bali","semua budidaya","total",2010,107495,365283404,0,-8.4095178,115.188916
"249",249,52,"Nusa Tenggara Barat","semua budidaya","total",2010,214971,2388342329,0,-8.6529334,117.3616476
"250",250,53,"Nusa Tenggara Timur","semua budidaya","total",2010,349705,2130323447,0,-8.6573819,121.0793705
"251",251,61,"Kalimantan Barat","semua budidaya","total",2010,27200,1261103532,0,-0.2787808,111.4752851
"252",252,62,"Kalimantan Tengah","semua budidaya","total",2010,24733,506280144,0,-1.6814878,113.3823545
"253",253,63,"Kalimantan Selatan","semua budidaya","total",2010,63462,1063614974,0,-3.0926415,115.2837585
"254",254,64,"Kalimantan Timur","semua budidaya","total",2010,147504,4761640150,0,1.6406296,116.419389
"255",255,71,"Sulawesi Utara","semua budidaya","total",2010,75287,1579605744,0,0.6246932,123.9750018
"256",256,72,"Sulawesi Tengah","semua budidaya","total",2010,744279,2802317114,0,-1.4300254,121.4456179
"257",257,73,"Sulawesi Selatan","semua budidaya","total",2010,1357366,4674047313,0,-3.6687994,119.9740534
"258",258,74,"Sulawesi Tenggara","semua budidaya","total",2010,404123,1865616796,0,-4.14491,122.174605
"259",259,75,"Gorontalo","semua budidaya","total",2010,72281,324276950,0,0.6999372,122.4467238
"260",260,76,"Sulawesi Barat","semua budidaya","total",2010,29800,374038109,0,-2.8441371,119.2320784
"261",261,81,"Maluku","semua budidaya","total",2010,275754,803910769,0,-3.2384616,130.1452734
"262",262,82,"Maluku Utara","semua budidaya","total",2010,51690,336708735,0,1.5709993,127.8087693
"263",263,91,"Papua Barat","semua budidaya","total",2010,21749,99153000,0,-1.3361154,133.1747162
"264",264,94,"Papua","semua budidaya","total",2010,2338,66555250,0,-4.269928,138.0803529
"265",265,11,"Aceh","semua budidaya","total",2011,34451,822583942.7,0,4.695135,96.7493993
"266",266,12,"Sumatera Utara","semua budidaya","total",2011,125607,3266769146,0,2.1153547,99.5450974
"267",267,13,"Sumatera Barat","semua budidaya","total",2011,131554,2479114694,0,-0.7399397,100.8000051
"268",268,14,"Riau","semua budidaya","total",2011,61337,1309507688,0,0.2933469,101.7068294
"269",269,15,"Jambi","semua budidaya","total",2011,34369,481474385.8,0,-1.4851831,102.4380581
"270",270,16,"Sumatera Selatan","semua budidaya","total",2011,291375,6926884746,0,-3.3194374,103.914399
"271",271,17,"Bengkulu","semua budidaya","total",2011,33806,510913995.8,0,-3.5778471,102.3463875
"272",272,18,"Lampung","semua budidaya","total",2011,119228,3094356587,0,-4.5585849,105.4068079
"273",273,19,"Kepulauan Bangka Belitung","semua budidaya","total",2011,6474,55486001.28,0,-2.7410513,106.4405872
"274",274,21,"Kepulauan Riau","semua budidaya","total",2011,7257,222248075.5,0,3.9456514,108.1428669
"275",275,31,"DKI Jakarta","semua budidaya","total",2011,34142,187140512.8,0,-6.211544,106.845172
"276",276,32,"Jawa Barat","semua budidaya","total",2011,695104,11116823514,0,-7.090911,107.668887
"277",277,33,"Jawa Tengah","semua budidaya","total",2011,242865,2612362339,0,-7.150975,110.1402594
